tc_id	model	rate	t_fall	t_rise	v_final	v_inter	GeneName	exp_id	TF
139	sigmoid	0.11749947816133499	NA	28.36961555480957	NA	-0.6988456845283508	ECM33	1	ACA1
140	sigmoid	0.31051933765411377	NA	55.84199142456055	NA	0.8107114434242249	ECM4	1	ACA1
141	sigmoid	0.20314492285251617	NA	35.8675422668457	NA	-0.8735154867172241	ECO1	1	ACA1
142	sigmoid	0.11950423568487167	NA	43.80192565917969	NA	-3.8975067138671875	EEB1	1	ACA1
143	sigmoid	0.299663245677948	NA	42.143959045410156	NA	1.4928637742996216	EGO4	1	ACA1
144	sigmoid	0.13066191971302032	NA	17.718364715576172	NA	-0.7359902858734131	EHT1	1	ACA1
145	sigmoid	0.14443698525428772	NA	46.13960647583008	NA	-0.6606617569923401	ELG1	1	ACA1
146	sigmoid	0.30729928612709045	NA	55.163822174072266	NA	-0.7305927872657776	ELO3	1	ACA1
147	sigmoid	0.26022228598594666	NA	26.820613861083984	NA	-1.0059527158737183	ENO1	1	ACA1
148	sigmoid	0.15938369929790497	NA	43.795074462890625	NA	-0.659367561340332	ENV9	1	ACA1
149	sigmoid	0.3033934533596039	NA	54.775840759277344	NA	-0.5990363955497742	ERD1	1	ACA1
150	sigmoid	0.300484836101532	NA	27.959426879882812	NA	-0.5485211610794067	ERG1	1	ACA1
151	sigmoid	0.28185656666755676	NA	26.129432678222656	NA	-0.6167528033256531	ERG11	1	ACA1
152	sigmoid	0.6941050887107849	NA	6.289841651916504	NA	0.6167794466018677	ERG28	1	ACA1
153	sigmoid	0.36824294924736023	NA	27.97715187072754	NA	-0.6978533864021301	ERG3	1	ACA1
154	sigmoid	0.1414189487695694	NA	30.72911834716797	NA	-0.535437285900116	ERG6	1	ACA1
155	sigmoid	0.10028869658708572	NA	38.56291961669922	NA	-0.662873387336731	ERP2	1	ACA1
156	sigmoid	0.08275654166936874	NA	41.81448745727539	NA	1.3758078813552856	ERR1	1	ACA1
157	sigmoid	0.15940016508102417	NA	40.16360855102539	NA	1.1580464839935303	ERR2	1	ACA1
158	sigmoid	0.2793353796005249	NA	49.786956787109375	NA	1.0443860292434692	ERR3	1	ACA1
159	sigmoid	0.1412646770477295	NA	42.34780502319336	NA	-1.3146567344665527	ESC8	1	ACA1
160	sigmoid	0.24573662877082825	NA	30.872377395629883	NA	-0.40175187587738037	EXO1	1	ACA1
